site,transect,designated.window,actual.window,plant,ID,year_t,max.ht_t,max.w_t,perp.w_t,max.ht.dead,max.w.dea,perp.w.dead,flowers_t,fruits_t,reproductive_fraction_t,node.galls_t,stem.galls_t,bagworms_t,notes_t,year_t1,new.plant_t1,seedling_t1,newplant.meter,survival_t1,max.ht_t1,max.w_t1,perp.w_t1,flowers_t1,fruits_t1,reproductive_fraction,notes_t1
SLP,3,0,0,2,,2014,42,61,56,,,,0,1,1,,,,,2015,0,,,1,45,65,63,0,0,1,
SLP,3,0,0,3,,2014,22,41,30,,,,0,0,1,,,,,2015,0,,,1,25,39,27,0,0,1,
SLP,3,0,0,4,,2014,21,32,21,,,,0,0,1,,,,,2015,0,,,1,21,35,34,0,0,1,
SLP,3,0,0,5,,2014,37,78,63,,,,2,0,1,,,,,2015,0,,,1,41,76,68,0,0,1,
SLP,3,0,0,6,,2014,41,59,53,,,,0,0,1,,,,,2015,0,,,1,35,56,57,0,0,1,
SLP,3,0,0,7,,2014,31,37,30,,,,0,0,1,,,,,2015,0,,,1,28,34,31,0,0,1,
SLP,3,0,0,8,,2014,44,53,49,,,,0,0,1,,,,,2015,0,,,1,49,49,44,0,0,1,
SLP,3,0,5,9,,2014,42,70,60,,,,2,0,1,,,,,2015,0,,,1,46,72,72,0,0,1,
SLP,3,0,5,10,,2014,45,58,51,,,,0,0,1,,,,,2015,0,,,1,49,74,60,0,0,1,
SLP,3,50,50,1,,2014,64,71,59,,,,9,9,1,,,,,2015,0,,,1,65,71,61,0,0,1,
SLP,3,50,50,2,,2014,72,110,103,,,,3,4,1,,,,,2015,0,,,1,79,130,105,0,0,1,
SLP,3,50,50,3,,2014,43,63,37,,,,4,29,1,,,,,2015,0,,,1,50,65,42,0,0,1,
SLP,3,50,50,4,,2014,52,66,48,,,,1,0,1,,,,,2015,0,,,1,55,69,58,0,0,1,
SLP,3,50,50,5,,2014,44,57,45,,,,0,0,1,,,,,2015,0,,,1,53,64,47,0,0,1,
SLP,3,50,50,6,,2014,71,79,72,,,,1,0,1,,,,,2015,0,,,1,81,93,85,0,0,1,
SLP,3,50,50,7,,2014,42,50,44,,,,0,8,1,,,,,2015,0,,,1,44,56,49,0,0,1,
SLP,3,50,55,8,,2014,48,77,69,,,,8,2,1,,,,,2015,0,,,1,53,87,82,0,0,1,
SLP,3,50,55,9,,2014,47,68,67,,,,25,21,1,,,,,2015,0,,,1,52,72,62,1,0,1,
SLP,3,50,55,10,,2014,62,73,69,,,,7,11,1,,,,,2015,0,,,1,68,77,65,3,0,1,
SLP,3,100,100,1,,2014,58,75,69,,,,71,72,0.5,,,,,2015,0,,,1,62,87,73,0,2,1,
SLP,3,100,100,2,,2014,53,86,68,,,,78,50,0.5,,,,,2015,0,,,1,62,95,76,32,5,1,
SLP,3,100,100,3,,2014,49,81,70,,,,72,145,0.5,,,,,2015,0,,,1,62,96,83,11,48,1,
SLP,3,100,100,4,,2014,58,124,105,,,,11,3,0.5,,,,,2015,0,,,1,63,151,117,5,0,1,
SLP,3,100,100,5,,2014,47,57,35,,,,0,0,1,,,,,2015,0,,,1,52,66,49,1,0,1,
SLP,3,100,105,6,,2014,68,101,82,,,,0,26,1,,,,,2015,0,,,1,67,112,80,0,3,1,
SLP,3,100,105,7,,2014,115,97,79,,,,2,49,1,,,,,2015,0,,,1,120,100,87,0,4,1,
SLP,3,100,100,8,,2014,76,125,63,,,,28,22,0.5,,,,,2015,0,,,1,81,76,97,83,88,1,
SLP,3,100,105,9,,2014,46,67,60,,,,1,1,1,,,,,2015,0,,,1,47,70,65,0,0,1,
SLP,3,100,105,10,,2014,47,74,74,,,,28,35,0.5,,,,,2015,0,,,1,59,84,84,0,1,1,
SLP,3,150,150,1,,2014,60,98,95,,,,1,1,1,,,,,2015,0,,,1,73,111,104,0,0,1,
SLP,3,150,150,2,,2014,105,108,98,,,,45,24,0.5,,,,,2015,0,,,1,110,130,92,180,156,1,
SLP,3,150,150,3,,2014,121,200,198,,,,5,28,0.5,,,,,2015,0,,,1,124,207,197,164,24,1,
SLP,3,150,155,4,,2014,115,166,135,,,,56,85,0.25,,,,,2015,0,,,1,116,176,154,88,90,1,
SLP,3,150,155,5,,2014,71,140,133,,,,84,59,0.5,,,,,2015,0,,,1,89,164,131,14,1,1,
SLP,3,150,160,6,,2014,71,142,130,,,,6,53,0.25,,,,,2015,0,,,1,90,143,135,111,120,1,
SLP,3,150,165,7,,2014,76,148,107,,,,162,267,0.25,,,,,2015,0,,,1,87,168,133,295,109,0.5,
SLP,3,150,165,8,,2014,29,23,19,,,,0,0,1,,,,,2015,0,,,1,38,23,21,0,0,1,
SLP,3,150,165,9,,2014,47,65,56,,,,9,96,1,,,,,2015,0,,,1,57,66,64,12,4,1,
SLP,3,200,180,1,,2014,21,28,26,,,,0,0,1,,,,,2015,0,,,1,29,38,31,0,0,1,
SLP,3,200,195,2,,2014,63,94,93,,,,63,103,0.5,,,,,2015,0,,,1,75,116,116,44,2,1,
SLP,3,200,200,3,,2014,65,118,86,,,,49,39,0.5,,,,,2015,0,,,1,85,158,124,26,0,1,
SLP,3,200,,4,,2014,31,60,49,,,,21,34,1,,,,> 1 m from transect,2015,0,,,1,40,72,56,0,0,1,
SLP,3,250,255,1,,2014,68,113,90,,,,160,105,0.5,,,,,2015,0,,,1,91,120,106,293,81,1,
SLP,3,250,,2,,2014,50,79,77,,,,118,100,0.5,,,,> 1 m from transect,2015,0,,,1,62,102,101,0,0,1,
SLP,3,300,295,1,,2014,88,123,122,,,,277,417,0.25,,,,,2015,0,,,1,98,162,148,268,143,1,
PDC,1,0,0,1,,2014,66,83,77,,,,0,3,1,,,,,2015,0,,,1,71,96,94,0,0,1,
PDC,1,0,0,2,,2014,116,114,79,,,,0,0,1,,,,,2015,0,,,1,75,118,73,12,3,1,
PDC,1,0,0,3,,2014,42,49,45,,,,0,1,1,,,,,2015,0,,,1,42,49,35,0,0,1,
PDC,1,0,0,4,,2014,93,96,53,,,,0,1,1,,,,,2015,0,,,1,93,90,61,6,5,1,
PDC,1,0,0,5,,2014,57,48,26,,,,0,0,1,,,,,2015,0,,,1,56,62,37,0,0,1,
PDC,1,0,0,6,,2014,48,50,49,,,,0,0,1,,,,,2015,0,,,1,49,62,51,0,0,1,
PDC,1,0,0,7,,2014,38,97,59,,,,0,0,1,,,,,2015,0,,,1,39,85,61,0,0,1,
PDC,1,0,0,8,,2014,67,84,74,,,,0,4,1,,,,,2015,0,,,1,63,86,84,0,0,1,
PDC,1,0,0,9,,2014,72,55,55,,,,0,4,1,,,,,2015,0,,,1,55,65,51,0,1,1,
PDC,1,0,0,10,,2014,35,26,22,,,,0,0,1,,,,,2015,0,,,1,25,30,28,0,0,1,
PDC,1,50,50,1,,2014,100,162,175,,,,73,6,1,,,,,2015,0,,,1,102,177,147,4,2,1,
PDC,1,50,50,2,,2014,37,47,44,,,,0,0,1,,,,,2015,0,,,1,33,55,55,0,0,1,
PDC,1,50,50,3,,2014,117,62,62,,,,10,0,1,,,,,2015,0,,,1,104,78,74,7,3,1,
PDC,1,50,45,4,,2014,107,168,139,,,,11,96,1,,,,,2015,0,,,1,101,163,134,0,8,1,
PDC,1,50,50,5,,2014,81,76,69,,,,41,15,1,,,,,2015,0,,,1,86,84,71,0,0,1,
PDC,1,50,45,6,,2014,98,86,70,,,,112,154,1,,,,,2015,0,,,1,105,83,80,5,0,1,
PDC,1,50,45,7,,2014,67,44,41,,,,0,9,1,,,,,2015,0,,,1,72,55,46,0,5,1,
PDC,1,100,100,1,,2014,85,112,84,,,,97,2,1,,,,,2015,0,,,1,91,140,100,0,2,1,
PDC,1,100,100,2,,2014,47,64,54,,,,5,1,1,,,,,2015,0,,,1,55,81,65,0,0,1,
PDC,1,100,115,3,,2014,46,59,47,,,,0,0,1,,,,   ,2015,0,,,1,56,73,71,0,0,1,
PDC,1,150,165,1,,2014,96,187,113,,,,10,21,1,,,,,2015,0,,,1,87,193,163,0,0,1,
PDC,1,200,215,1,,2014,172,265,162,,,,92,37,1,,,,,2015,0,,,1,167,234,188,179,49,1,"one grey beetle; there were two entries for plant 1, but this was determined to be the data for plant 1 due deductive reasoning based on data from 2014"
PDC,1,200,200,2,,2014,30,28,19,,,,0,0,1,,,,,2015,0,,,1,21,26,19,0,0,1,
PDC,1,200,200,3,,2014,15,14,12,,,,0,0,1,,,,,2015,0,,,1,15,18,14,0,0,1,"originally the data is recorded in the row for plant 1, but due to deductive reasoning, it looks as though the data matches  more closely to plant 3 rather than plant 1."
PDC,2,0,0,1,,2014,29,36,27,,,,0,0,1,,,,,2015,0,,,1,26,38,30,0,0,1,
PDC,2,0,0,2,,2014,61,40,110,,,,0,86,1,,,,,2015,0,,,1,58,140,99,96,94,1,
PDC,2,0,0,3,,2014,52,85,85,,,,0,39,1,,,,,2015,0,,,1,62,82,81,6,1,1,
PDC,2,0,0,4,,2014,79,110,100,,,,0,8,1,,,,,2015,0,,,1,71,103,99,0,1,1,
PDC,2,0,0,5,,2014,18,26,21,,,,0,0,1,,,,,2015,0,,,1,25,29,2,0,0,1,
PDC,2,0,0,6,,2014,83,137,123,,,,0,32,1,,,,,2015,0,,,1,76,126,123,1,2,1,
PDC,2,0,0,7,,2014,52,95,82,,,,0,5,1,,,,,2015,0,,,1,48,97,88,15,11,1,
PDC,2,0,0,8,,2014,35,68,30,,,,0,1,1,,,,,2015,0,,,1,37,63,31,0,0,1,
PDC,2,0,0,9,,2014,56,82,77,,,,0,0,1,,,,,2015,0,,,1,56,91,77,2,3,1,
PDC,2,0,0,10,,2014,84,75,45,,,,0,56,1,,,,,2015,0,,,1,63,70,47,4,4,1,
PDC,2,50,50,1,,2014,43,34,23,,,,0,0,1,,,,,2015,0,,,1,28,39,28,0,0,1,
PDC,2,50,50,2,,2014,29,35,39,,,,0,0,1,,,,,2015,0,,,1,33,37,35,0,0,1,
PDC,2,50,50,3,,2014,96,91,83,,,,0,21,1,,,,,2015,0,,,1,90,94,89,102,10,1,
PDC,2,50,50,4,,2014,114,198,176,,,,0,84,1,,,,,2015,0,,,1,122,186,166,505,87,1,
PDC,2,50,50,5,,2014,37,42,22,,,,0,0,1,,,,,2015,0,,,1,43,35,23,46,6,1,
PDC,2,50,50,6,,2014,10,14,12,,,,0,0,1,,,,,2015,0,,,1,22,20,13,0,0,1,"plant fraction was not originally recorded but due to deductive reasoning, it was concluded that the plant fraction is 1"
PDC,2,50,50,7,,2014,77,122,106,,,,0,29,1,,,,,2015,0,,,1,82,120,97,23,9,1,
PDC,2,50,50,8,,2014,32,39,29,,,,0,0,1,,,,,2015,0,,,1,33,45,32,0,0,1,
PDC,2,50,50,9,,2014,90,137,122,,,,0,26,1,,,,,2015,0,,,1,92,140,121,61,28,1,
PDC,2,50,50,10,,2014,70,73,68,,,,0,16,1,,,,,2015,0,,,1,61,82,62,10,0,1,
PDC,2,100,100,1,,2014,90,136,128,,,,222,17,1,,,,,2015,0,,,1,93,139,145,41,0,1,
PDC,2,100,100,2,,2014,64,90,76,,,,36,14,1,,,,,2015,0,,,1,56,104,88,4,0,1,
PDC,2,100,90,3,,2014,120,173,138,,,,413,694,1,,,,,2015,0,,,1,126,164,142,228,152,1,
PDC,2,150,150,1,,2014,120,126,112,,,,61,22,1,,,,,2015,0,,,1,123,104,109,154,289,1,
PDC,2,200,200,1,,2014,99,155,120,,,,258,107,1,,,,,2015,0,,,1,93,152,130,33,9,1,
PDC,2,200,200,2,,2014,40,65,42,,,,7,5,1,,,,,2015,0,,,1,34,73,62,0,0,1,
PDC,3,0,0,1,,2014,37,55,54,,,,0,1,1,,,,,2015,0,,,1,33,62,50,0,0,1,
PDC,3,0,0,2,,2014,56,78,53,,,,0,0,1,,,,,2015,0,,,1,57,84,50,0,0,1,
PDC,3,0,0,3,,2014,68,94,85,,,,0,57,1,,,,,2015,0,,,1,62,101,89,0,0,1,
PDC,3,0,0,4,,2014,67,90,94,,,,0,2,1,,,,,2015,0,,,1,63,87,66,0,0,1,
PDC,3,0,0,5,,2014,72,92,87,,,,0,4,1,,,,,2015,0,,,1,70,107,82,3,0,1,
PDC,3,0,0,6,,2014,36,52,48,,,,0,0,1,,,,,2015,0,,,1,37,69,53,0,0,1,
PDC,3,0,0,7,,2014,111,169,171,,,,0,19,1,,,,,2015,0,,,1,93,187,136,30,10,1,
PDC,3,0,0,8,,2014,42,102,65,,,,0,2,1,,,,,2015,0,,,1,46,106,71,0,0,1,
PDC,3,50,50,1,,2014,51,112,83,,,,0,6,1,,,,,2015,0,,,1,57,124,99,0,0,1,
PDC,3,50,50,2,,2014,78,150,142,,,,0,9,1,,,,two bagworms,2015,0,,,1,83,164,150,0,0,1,
PDC,3,50,50,3,,2014,47,63,58,,,,0,0,1,,,,,2015,0,,,1,51,84,78,0,3,1,
PDC,3,50,50,4,,2014,41,54,51,,,,0,0,1,,,,,2015,0,,,1,51,71,64,0,0,1,
PDC,3,50,50,5,,2014,84,148,104,,,,1,9,1,,,,,2015,0,,,1,88,160,117,0,2,1,
PDC,3,50,50,6,,2014,98,169,103,,,,0,40,1,,,,,2015,0,,,1,89,168,127,0,0,1,
PDC,3,50,50,7,,2014,31,72,71,,,,0,8,1,,,,,2015,0,,,1,66,87,74,1,0,1,
PDC,3,50,50,8,,2014,76,96,95,,,,0,9,1,,,,,2015,0,,,1,70,102,90,5,1,1,
PDC,3,50,50,9,,2014,53,86,86,,,,0,2,1,,,,,2015,0,,,1,61,96,96,0,0,1,
PDC,3,50,50,10,,2014,88,111,80,,,,0,4,1,,,,,2015,0,,,1,91,113,95,0,0,1,
PDC,3,100,100,1,,2014,94,148,137,,,,318,3,1,,,,2 penta,2015,0,,,1,88,161,142,55,1,1,
PDC,3,100,100,2,,2014,99,160,122,,,,138,0,1,,,,,2015,0,,,1,100,171,129,26,3,1,
PDC,3,100,100,3,,2014,128,154,147,,,,513,241,1,,,,,2015,0,,,1,127,177,144,453,1133,1,
PDC,3,100,100,4,,2014,196,223,203,,,,443,67,1,,,,,2015,0,,,1,193,202,170,387,377,0.5,
PDC,3,100,100,5,,2014,96,168,135,,,,245,21,0.5,,,,,2015,0,,,1,88,188,147,161,30,1,
PDC,3,100,100,6,,2014,99,105,77,,,,35,0,1,,,,,2015,0,,,1,78,117,82,67,47,1,
PDC,3,100,100,7,,2014,108,133,100,,,,0,3,1,,,,,2015,0,,,1,101,109,88,91,2,1,
PDC,3,150,150,1,,2014,48,87,62,,,,11,4,1,,,,,2015,0,,,1,55,100,75,16,10,1,
PDC,3,150,150,2,,2014,102,158,152,,,,459,65,1,,,,,2015,0,,,1,104,174,151,351,129,1,
PDC,3,150,150,3,,2014,33,50,37,,,,1,0,1,,,,,2015,0,,,1,37,55,52,0,2,1,
PDC,3,150,150,4,,2014,107,219,209,,,,420,62,1,,,,,2015,0,,,1,107,215,180,313,200,0.5,
PDC,3,150,150,5,,2014,123,187,129,,,,398,234,1,,,,,2015,0,,,1,117,162,132,150,34,1,
PDC,3,250,250,1,,2014,35,50,44,,,,7,0,1,,,,,2015,0,,,1,35,52,52,0,0,1,
PDC,3,250,260,2,,2014,50,62,53,,,,36,5,1,,,,,2015,0,,,1,42,49,42,0,0,1,
PDC,3,250,250,3,,2014,80,107,101,,,,258,49,1,,,,,2015,0,,,1,72,94,88,83,17,11,
PDC,3,250,250,4,,2014,66,78,52,,,,49,0,1,,,,,2015,0,,,1,62,97,47,24,31,1,
PDC,3,250,250,5,,2014,39,65,47,,,,18,1,1,,,,,2015,0,,,1,43,77,69,0,0,1,
PDC,3,300,300,1,,2014,109,182,158,,,,204,71,1,,,,,2015,0,,,1,114,196,183,36,36,1,
PDC,3,450,450,1,,2014,43,32,29,,,,0,0,1,,,,,2015,0,,,1,53,38,31,1,0,1,
PDC,3,450,450,2,,2014,38,39,25,,,,0,0,1,,,,,2015,0,,,1,49,55,42,0,0,1,
PDC,3,450,450,3,,2014,43,54,51,,,,2,0,1,,,,,2015,0,,,1,54,63,56,0,0,1,"plant fraction was not originally recorded but due to deductive reasoning, it was concluded that the plant fraction is 1"
PDC,3,450,450,4,,2014,161,195,192,,,,139,617,1,,,,2 spotted beetles,2015,0,,,1,150,241,216,266,22,1,
PDC,3,450,450,5,,2014,41,63,56,,,,4,9,1,,,,,2015,0,,,1,49.5,77,72,0,0,1,"plant fraction was not originally recorded but due to deductive reasoning, it was concluded that the plant fraction is 1"
MOD,1,0,0,1,,2014,49,74,61,,,,0,3,1,,,,untagged non-demo plant immediately adjacent,2015,0,,,1,55,107,82,1,4,1,
MOD,1,0,0,2,,2014,89,34,33,,,,0,1,1,,,,untagged non-demo plant immediately adjacent,2015,0,,,1,91,73,57,2,7,1,
MOD,1,0,0,3,,2014,62,74,55,,,,4,1,1,,,,,2015,0,,,1,56,79,60,1,2,1,
MOD,1,0,0,4,,2014,71,58,56,,,,0,6,1,,,,,2015,0,,,1,68,77,71,14,3,1,
MOD,1,0,0,5,,2014,67,45,41,,,,0,1,1,,,,,2015,0,,,1,66,52,44,0,3,1,
MOD,1,0,0,6,,2014,71,54,53,,,,0,0,1,,,,,2015,0,,,1,71,69,42,0,0,1,
MOD,1,0,0,7,,2014,42,65,63,,,,0,0,1,,,,,2015,0,,,1,50,62,56,0,2,1,
MOD,1,0,0,8,,2014,59,72,57,,,,0,0,1,,,,,2015,0,,,1,59,52,44,0,3,1,
MOD,1,0,0,9,,2014,44,73,46,,,,0,3,1,,,,,2015,0,,,1,50,69,42,0,0,1,
MOD,1,0,0,10,,2014,69,97,73,,,,0,33,1,,,,,2015,0,,,1,64,104,88,39,15,1,
MOD,1,50,50,1,,2014,58,89,77,,,,3,8,1,,,,,2015,0,,,1,55,96,92,3,2,1,
MOD,1,50,50,2,,2014,64,72,66,,,,18,4,1,,,,,2015,0,,,1,66,75,71,0,0,1,
MOD,1,50,50,3,,2014,71,47,45,,,,12,1,1,,,,,2015,0,,,1,76,70,34,2,0,1,
MOD,1,50,50,4,,2014,68,85,60,,,,24,9,1,,,,,2015,0,,,1,78,98,61,3,1,1,
MOD,1,50,50,5,,2014,58,82,70,,,,6,1,1,,,,,2015,0,,,1,61,98,62,0,0,1,
MOD,1,50,50,6,,2014,67,83,74,,,,49,2,1,,,,,2015,0,,,1,67,80,78,0,1,1,
MOD,1,50,50,7,,2014,57,88,62,,,,1,0,1,,,,,2015,0,,,1,75,106,69,0,2,1,B>F
MOD,1,50,50,8,,2014,66,86,86,,,,40,5,1,,,,,2015,0,,,1,65,117,113,0,0,1,B>F
MOD,1,50,50,9,,2014,86,87,83,,,,106,41,1,,,,,2015,0,,,1,91,83,81,11,14,1,
MOD,1,100,,1,,2014,100,147,139,,,,403,547,0.5,,,,> 1 m from transect,2015,0,,,1,110,178,176,81,2,1,B>F
MOD,1,100,,2,,2014,75,122,100,,,,305,802,0.5,,,,> 1 m from transect,2015,0,,,1,81,127,118,1,0,1,B>F
MOD,1,150,145,1,,2014,145,208,203,,,,185,395,0.25,,,,,2015,0,,,1,138,230,190,12,105,1,B>F
MOD,1,150,145,2,,2014,127,169,151,,,,21,74,0.25,,,,,2015,0,,,1,128,178,174,0,28,1,"Before the 150, 146m region "
MOD,1,150,145,3,,2014,125,208,132,,,,70,182,0.25,,,,,2015,0,,,1,120,215,168,21,2,1,B>F
MOD,1,150,150,4,,2014,84,182,146,,,,122,173,0.25,,,,,2015,0,,,1,93,200,190,0,0,1,B>F
MOD,1,200,,1,,2014,82,108,105,,,,93,683,0.25,,,,> 1 m from transect,2015,0,,,1,81,138,113,83,3,1,B>F
MOD,1,200,,2,,2014,55,82,54,,,,30,191,0.5,,,,> 1 m from transect,2015,0,,,1,67,100,82,20,1,1,B>F
MOD,1,300,300,1,,2014,70,141,122,,,,111,50,0.25,,,,,2015,0,,,1,94,173,147,0,0,1,B>F
MOD,2,0,0,1,,2014,107,114,107,,,,0,15,1,,,,,2015,0,,,1,117,123,112,14,2,1,
MOD,2,0,0,2,,2014,75,100,79,,,,0,3,1,,,,,2015,0,,,1,84,90,90,14,24,1,
MOD,2,0,0,3,,2014,63,100,90,,,,0,9,1,,,,,2015,0,,,1,68,108,102,7,3,1,B>F
MOD,2,0,0,4,,2014,82,128,125,,,,0,24,1,,,,,2015,0,,,1,86,123,115,35,61,1,
MOD,2,0,0,5,,2014,50,61,46,,,,0,1,1,,,,,2015,0,,,1,52,66,54,0,0,1,
MOD,2,0,5,6,,2014,68,91,73,,,,0,7,1,,,,,2015,0,,,1,72,105,83,0,4,1,
MOD,2,0,5,7,,2014,59,94,70,,,,0,17,1,,,,,2015,0,,,1,65,104,84,1,1,1,
MOD,2,0,5,8,,2014,49,44,27,,,,0,0,1,,,,,2015,0,,,1,44,45,32,0,0,1,
MOD,2,0,5,9,,2014,90,78,67,,,,0,2,1,,,,,2015,0,,,1,78,113,83,3,2,1,
MOD,2,0,5,10,,2014,68,72,57,,,,0,2,1,,,,,2015,0,,,1,72,88,65,1,0,1,
MOD,2,50,60,1,,2014,139,205,152,,,,366,465,1,,,,,2015,0,,,1,163,200,95,451,267,1,
MOD,2,50,50,2,,2014,153,162,156,,,,592,652,1,,,,,2015,0,,,1,140,137,127,205,37,1,
MOD,2,50,50,3,,2014,63,150,108,,,,743,702,1,,,,,2015,0,,,1,108,154,130,126,1,1,
MOD,2,50,60,4,,2014,67,78,38,,,,48,138,1,,,,,2015,0,,,1,69,86,54,23,112,,plant fraction is not recorded 
MOD,2,100,100,1,,2014,89,136,115,,,,589,932,1,,,,,2015,0,,,1,84,136,135,41,0,1,
MOD,2,100,,2,,2014,111,154,129,,,,293,656,1,,,,10 m away from transect and near creosote cluster,2015,0,,,1,125,169,144,321,301,1,large grey weaver 
MOD,2,150,150,1,,2014,117,126,121,,,,212,281,0.5,,,,,2015,0,,,1,127,147,143,14,12,1,
MOD,2,200,200,1,,2014,68,155,137,,,,259,286,0.5,,,,1 pent,2015,0,,,1,88,175,151,9,3,1,"tag not found, trimble says it's the plant so it was retagged "
MOD,3,0,0,1,,2014,65,83,62,,,,0,18,1,,,,,2015,0,,,1,64,82,67,5,14,1,
MOD,3,0,0,2,,2014,54,91,68,,,,0,14,1,,,,,2015,0,,,1,62,96,89,0,0,1,
MOD,3,0,,3,,2014,62,76,57,,,,0,8,1,,,,"> 1 m from transect, 0 window",2015,0,,,1,65,80,64,0,0,1,
MOD,3,0,0,4,,2014,44,67,53,,,,0,3,1,,,,,2015,0,,,1,47,74,64,0,0,1,
MOD,3,0,5,5,,2014,70,111,77,,,,0,4,1,,,,,2015,0,,,1,72,142,109,0,0,1,
MOD,3,0,5,6,,2014,70,82,68,,,,0,4,1,,,,,2015,0,,,1,71,97,81,54,51,1,
MOD,3,0,5,7,,2014,48,75,60,,,,0,4,1,,,,,2015,0,,,1,55,79,58,0,2,1,
MOD,3,0,5,8,,2014,104,118,92,,,,0,9,1,,,,,2015,0,,,1,87,101,81,31,30,1,
MOD,3,0,,9,,2014,60,87,69,,,,0,4,1,,,,"> 1 m from transect, 5 window",2015,0,,,1,16,91,79,1,1,1,
MOD,3,0,5,10,,2014,78,92,78,,,,0,2,1,,,,,2015,0,,,1,83,96,92,9,2,1,
MOD,3,50,50,1,,2014,56,100,97,,,,0,14,1,,,,,2015,0,,,1,56,112,100,54,4,1,
MOD,3,50,50,2,,2014,66,48,45,,,,0,10,1,,,,,2015,0,,,1,65,55,52,47,23,1,
MOD,3,50,50,3,,2014,56,63,54,,,,0,4,1,,,,,2015,0,,,1,61,68,61,0,0,1,
MOD,3,50,50,4,,2014,60,91,70,,,,0,0,1,,,,very close to another plant ,2015,0,,,1,54,86,82,12,1,1,
MOD,3,50,50,5,,2014,62,85,76,,,,0,13,1,,,,,2015,0,,,1,72,88,87,46,7,1,"plant fraction was not originally recorded but due to deductive reasoning, it was concluded that the plant fraction is 1"
MOD,3,50,50,6,,2014,80,73,61,,,,0,2,1,,,,,2015,0,,,1,83,90,79,62,9,1,
MOD,3,50,50,7,,2014,54,57,44,,,,0,3,1,,,,,2015,0,,,1,53,64,52,3,2,1,"plant fraction was not originally recorded but due to deductive reasoning, it was concluded that the plant fraction is 1"
MOD,3,50,50,8,,2014,61,89,75,,,,0,69,1,,,,,2015,0,,,1,60,93,77,82,0,1,
MOD,3,50,50,9,,2014,61,83,52,,,,0,2,1,,,,,2015,0,,,1,82,96,78,26,28,1,
MOD,3,50,55,10,,2014,56,91,83,,,,0,17,1,,,,,2015,0,,,1,64,91,78,0,1,1,
MOD,3,100,100,1,,2014,62,75,73,,,,0,4,1,,,,,2015,0,,,1,63,70,61,0,0,1,
MOD,3,100,100,2,,2014,45,59,45,,,,0,1,1,,,,right next to another plant ,2015,0,,,1,53,43,32,0,0,1,"plant fraction was not originally recorded but due to deductive reasoning, it was concluded that the plant fraction is 1"
MOD,3,100,95,3,,2014,56,65,54,,,,0,0,1,,,,,2015,0,,,1,61,72,59,0,0,1,
MOD,3,100,100,4,,2014,60,81,58,,,,4,1,1,,,,,2015,0,,,1,62,84,57,0,0,1,"plant fraction was not originally recorded but due to deductive reasoning, it was concluded that the plant fraction is 1"
MOD,3,100,100,5,,2014,64,80,77,,,,18,4,1,,,,,2015,0,,,1,62,104,90,28,29,1,
MOD,3,100,100,6,,2014,66,68,61,,,,3,3,1,,,,,2015,0,,,,,,,,,,no data 
MOD,3,100,100,7,,2014,63,93,65,,,,29,6,1,,,,,2015,0,,,,,,,,,,no data 
MOD,3,100,100,8,,2014,71,102,100,,,,29,7,1,,,,,2015,0,,,1,72,128,117,8,0,,
MOD,3,100,105,9,,2014,81,103,99,,,,4,9,1,,,,,2015,0,,,1,84,124,112,5,2,1,
MOD,3,100,105,10,,2014,73,116,111,,,,0,22,1,,,,,2015,0,,,1,72,147,134,15,9,1,"plant fraction was not originally recorded but due to deductive reasoning, it was concluded that the plant fraction is 1"
MOD,3,150,145,1,,2014,85,137,123,,,,93,214,0.25,,,,,2015,0,,,1,92,182,166,15,9,1,
MOD,3,150,150,2,,2014,96,157,150,,,,122,145,0.25,,,,,2015,0,,,1,116,188,178,69,0,1,
MOD,3,150,155,3,,2014,84,134,127,,,,124,379,0.25,,,,,2015,0,,,1,108,171,140,189,6,1,
MOD,3,150,160,4,,2014,98,178,124,,,,75,181,0.5,,,,,2015,0,,,1,121,166,140,71,0,1,
MOD,3,200,,1,,2014,64,107,100,,,,76,290,0.25,,,,>1 m from transect,2015,0,,,1,75,36,31,37,0,1,
MOD,3,250,255,1,,2014,25,36,33,,,,1,0,1,,,,,2015,0,,,1,30,45,40,0,0,1,
MOD,3,250,255,2,,2014,116,149,142,,,,66,90,0.25,,,,,2015,0,,,1,119,185,164,16,6,1,"plant fraction was not originally recorded but due to deductive reasoning, it was concluded that the plant fraction is 1"
MOD,3,250,270,3,,2014,44,77,63,,,,47,168,0.25,,,,,2015,0,,,1,49,93,81,0,0,1,"plant fraction was not originally recorded but due to deductive reasoning, it was concluded that the plant fraction is 1"
SLP,1,200,200,1,,,,,,,,,,,,,,,,2015,1,0,203.5,,6.5,7,3,0,0,1,"Not 2015 recruit, added to census at 200"
SLP,2,50,80,2s1,,,,,,,,,,,,,,,,2015,1,0,83.8,,7,2,1,0,0,1,On edge of 1m distance from tape; beneath big flowering creosote. 
FPS,1,200,210,7s,,,,,,,,,,,,,,,,2015,1,1,213.9,,4,4,4,0,0,1,no data on if it is a new 2015 recruit
FPS,1,200,220,6s,,,,,,,,,,,,,,,,2015,1,0,220.5,,7,11,5,0,0,1,
FPS,1,300,340,9s,,,,,,,,,,,,,,,,2015,1,1,343,,6,3.5,2,0,0,1,no data on if it is a new 2015 recruit
FPS,3,150,175,1s,,,,,,,,,,,,,,,,2015,1,1,178.15,,4,4.5,2,0,0,1,2015 recruit
